A78,A34
A79,A7
A31,A71
A78,A85
A85,A87
A68,A23
A66,A3
A5,A91
A37,A65
A26,A85
A27,A97
A91,A13
A18,A89
A67,A53
A64,A14
A65,A18
A85,A14
A24,A20
A84,A89
A92,A7
A90,A22
A45,A89
A81,A17
A89,A13
A67,A90
A30,A14
A77,A10
A99,A86
A90,A76
A27,A24
A11,A71
A91,A11
A37,A60
A74,A7
A97,A71
A38,A48
A71,A77
A17,A35
A61,A3
A12,A33
A0,A24
A1,A98
A58,A42
A69,A96
A87,A69
A55,A44
A2,A14
A92,A77
A52,A85
A40,A48
A3,A53
A61,A42
A55,A3
A94,A68
A15,A4
A59,A17
A61,A51
A76,A33
A81,A67
A51,A1
A92,A51
A27,A33
A31,A27
A84,A90
A40,A14
A35,A40
A32,A90
A21,A12
A50,A31
A89,A0
A41,A19
A15,A5
A66,A44
A50,A19
A66,A65
A95,A11
A13,A8
A30,A11
A21,A14
A42,A77
A32,A56
A40,A48
A35,A70
A61,A77
A55,A11
A7,A41
A59,A95
A30,A28
A48,A59
A39,A33
A7,A18
A32,A6
A50,A11
A21,A33
A70,A78
A91,A74
A89,A44
A93,A30
A32,A24
A21,A54
A50,A37
A78,A49
A60,A56
A10,A99
A35,A37
A57,A19
A50,A46
A16,A66
A86,A81
A10,A11
A68,A7
A78,A94
A32,A22
A82,A90
A35,A50
A23,A67
A49,A11
A20,A62
A4,A51
A37,A22
A37,A66
A38,A33
A78,A27
A99,A85
A65,A43
A16,A43
A78,A40
A60,A24
A89,A62
A92,A12
A1,A10
A40,A87
A67,A65
A14,A7
A99,A35
A13,A14
A35,A37
A13,A44
A50,A14
A16,A66
A83,A47
A10,A10
A13,A71
A56,A78
A32,A22
A13,A4
A67,A13
A99,A88
A3,A25
A23,A96
A48,A25
A37,A60
A53,A67
A88,A71
A78,A18
A48,A47
A78,A44
A40,A43
A13,A69
A3,A10
A40,A12
A70,A6
A87,A10
A43,A98
A52,A63
A71,A54
A54,A28
A80,A2
A4,A84
A13,A49
A61,A61
A43,A61
A59,A47
A54,A28
A61,A64
A21,A14
A68,A95
A13,A3
A71,A2
A99,A28
A68,A5
A17,A92
A48,A49
A53,A53
A11,A29
A71,A71
A71,A28
A71,A15
A50,A70
A85,A23
A13,A28
A44,A64
A17,A18
A39,A22
A14,A10
A65,A42
A73,A10
A62,A7
A79,A90
A37,A86
A37,A7
A13,A21
A60,A28
A40,A8
A60,A79
A31,A28
A61,A64
A51,A53
A31,A85
A13,A57
A71,A57
A5,A41
A31,A33
A5,A67
A14,A44
A51,A13
A87,A50
A65,A42
A71,A28
A71,A72
A62,A57
A22,A99
A13,A28
A76,A29
A17,A57
A57,A65
A14,A10
A46,A71
A44,A27
A62,A27
A70,A63
A34,A14
A47,A56
A13,A55
A88,A28
A57,A24
A60,A60
A40,A24
A36,A14
A91,A71
A68,A35
A18,A32
A71,A23
A88,A27
A20,A77
A43,A66
A20,A12
A93,A32
A23,A75
A65,A55
A71,A28
A91,A35
A46,A9
A20,A32
A13,A28
A0,A25
A29,A55
A32,A87
A1,A23
A86,A47
A95,A81
A76,A27
A82,A91
A82,A21
A86,A67
A53,A69
A1,A28
A57,A24
A21,A89
A33,A67
A36,A14
A96,A70
A77,A36
A86,A67
A71,A61
A36,A70
A20,A90
A28,A46
A84,A12
A33,A32
A15,A36
A56,A15
A28,A33
A6,A18
A46,A57
A37,A67
A13,A28
A81,A33
A20,A55
A74,A38
A1,A22
A88,A95
A5,A81
A55,A38
A41,A53
A82,A40
A64,A67
A22,A55
A43,A86
A83,A90
A1,A38
A33,A67
A99,A38
A55,A1
A43,A36
A70,A22
A90,A36
A73,A70
A45,A85
A39,A46
A2,A14
A8,A69
A68,A36
A23,A41
A78,A62
A65,A51
A68,A6
A63,A32
A2,A28
A89,A33
A20,A87
A97,A39
A14,A34
A60,A26
A46,A7
A84,A3
A58,A79
A92,A72
A43,A58
A23,A72
A43,A47
A59,A10
A11,A38
A4,A93
A37,A38
A55,A39
A43,A36
A2,A22
A26,A36
A69,A38
A60,A39
A84,A60
A2,A39
A62,A91
A68,A39
A94,A39
A61,A7
A76,A63
A4,A19
A60,A53
A61,A53
A60,A11
A38,A54
A12,A39
A8,A48
A60,A93
A24,A15
A54,A46
A82,A51
A30,A77
A43,A87
A28,A21
A43,A31
A79,A77
A16,A38
A21,A66
A83,A38
A2,A39
A73,A36
A8,A44
A51,A47
A78,A34
A88,A39
A91,A23
A15,A39
A8,A89
A30,A39
A8,A79
A61,A7
A44,A14
A84,A91
A60,A61
A19,A15
A53,A44
A50,A71
A29,A39
A6,A6
A31,A90
A65,A46
A35,A2
A69,A3
A48,A72
A65,A73
A76,A11
A43,A47
A85,A69
A99,A27
A37,A70
A69,A38
A1,A39
A66,A0
A84,A83
A4,A18
A35,A58
A25,A39
A22,A65
A33,A39
A70,A70
A10,A18
A14,A11
A37,A70
A62,A70
A48,A75
A13,A45
A65,A99
A18,A11
A59,A11
A78,A39
A49,A5
A89,A50
A65,A93
A54,A95
A69,A3
A17,A61
A89,A54
A20,A37
A30,A59
A54,A6
A88,A27
A69,A68
A69,A18
A46,A39
A42,A37
A8,A23
A58,A82
A88,A98
A56,A39
A72,A44
A30,A48
A66,A70
A34,A18
A22,A11
A43,A70
A82,A70
A30,A5
A48,A12
A63,A93
A49,A92
A5,A11
A57,A39
A94,A60
A57,A91
A1,A32
A45,A43
A69,A3
A73,A12
A67,A0
A46,A37
A30,A89
A64,A64
A16,A48
A64,A3
A51,A84
A87,A64
A52,A0
A58,A64
A87,A26
A81,A99
A45,A39
A64,A58
A30,A10
A50,A70
A70,A20
A42,A13
A28,A70
A70,A47
A47,A64
A57,A24
A73,A7
A52,A2
A11,A11
A34,A89
A84,A5
A27,A15
A42,A61
A53,A90
A69,A88
A93,A38
A57,A17
A23,A40
A48,A79
A4,A47
A8,A77
A64,A3
A49,A17
A49,A4
A34,A0
A57,A59
A90,A19
A36,A84
A92,A39
A64,A17
A30,A5
A7,A36
A34,A83
A81,A22
A57,A1
A70,A17
A59,A79
A57,A21
A73,A38
A7,A46
A46,A98
A34,A27
A20,A32
A57,A27
A11,A98
A9,A16
A3,A3
A61,A17
A15,A8
A97,A48
A40,A64
A94,A73
A20,A18
A5,A5
A62,A17
A11,A93
A34,A42
A57,A32
A94,A5
A11,A75
A5,A17
A78,A17
A11,A64
A43,A87
A9,A35
A91,A32
A66,A56
A62,A91
A99,A87
A57,A35
A67,A38
A72,A48
A55,A9
A34,A27
A20,A32
A57,A27
A11,A89
A9,A42
A49,A67
A32,A17
A57,A99
A97,A48
A68,A58
A48,A80
A57,A59
A5,A91
A62,A70
A91,A68
A81,A62
A14,A32
A45,A60
A11,A73
A38,A17
A83,A17
A17,A70
A91,A11
A21,A61
A49,A34
A85,A56
A5,A60
A99,A31
A57,A43
A62,A17
A87,A70
A46,A53
A23,A20
A80,A79
A57,A25
A11,A19
A44,A44
A2,A4
A84,A19
A41,A19
A58,A22
A66,A76
A15,A6
A60,A0
A66,A28
A11,A70
A36,A35
A50,A24
A39,A79
A85,A73
A16,A29
A96,A17
A97,A17
A42,A70
A91,A19
A79,A28
A49,A77
A44,A50
A45,A19
A51,A5
A57,A43
A50,A17
A33,A77
A18,A2
A57,A31
A89,A84
A47,A5
A98,A91
A86,A31
A25,A78
A83,A19
A53,A19
A52,A99
A0,A78
A10,A93
A55,A59
A16,A28
A81,A21
A37,A46
A50,A47
A65,A79
A53,A61
A86,A56
A0,A78
A96,A17
A25,A70
A63,A78
A71,A53
A14,A3
A44,A61
A20,A59
A47,A46
A53,A40
A43,A17
A52,A99
A63,A85
A19,A74
A0,A64
A18,A27
A15,A34
A34,A75
A56,A78
A39,A15
A15,A34
A94,A34
A0,A39
A35,A73
A57,A14
A53,A99
A79,A68
A90,A97
A39,A87
A63,A64
A53,A61
A94,A52
A27,A78
A23,A15
A52,A28
A13,A78
A3,A83
A25,A35
A61,A77
A53,A43
A7,A23
A53,A15
A33,A76
A52,A51
A63,A34
A32,A38
A60,A64
A9,A66
A12,A50
A11,A71
A60,A65
A39,A60
A15,A34
A12,A34
A76,A97
A7,A5
A30,A73
A11,A45
A9,A71
A50,A54
A39,A41
A93,A57
A4,A82
A11,A57
A54,A78
A98,A7
A9,A9
A30,A43
A47,A63
A97,A67
A51,A54
A53,A66
A68,A70
A32,A15
A84,A6
A81,A17
A90,A34
A32,A84
A60,A26
A36,A69
A12,A21
A26,A55
A9,A5
A35,A2
A3,A34
A32,A84
A14,A61
A1,A44
A30,A77
A11,A48
A24,A75
A13,A54
A19,A21
A28,A25
A40,A53
A11,A29
A28,A93
A1,A14
A29,A99
A30,A86
A87,A84
A35,A54
A52,A54
A7,A2
A28,A55
A28,A3
A14,A94
A36,A48
A35,A89
A32,A47
A12,A11
A82,A73
A37,A21
A90,A11
A63,A10
A35,A66
A15,A42
A10,A57
A75,A14
A1,A94
A51,A82
A9,A94
A23,A30
A36,A54
A23,A80
A28,A90
A57,A71
A11,A48
A28,A30
A49,A90
A9,A23
A39,A11
A10,A66
A35,A8
A43,A54
A0,A57
A28,A28
A30,A30
A14,A58
A36,A48
A39,A8
A19,A62
A96,A61
A17,A44
A46,A39
A82,A11
A60,A37
A35,A66
A2,A0
A10,A78
A97,A78
A88,A53
A51,A61
A69,A35
A23,A39
A36,A36
A89,A31
A4,A4
A57,A30
A11,A6
A28,A30
A43,A90
A9,A32
A38,A4
A69,A9
A93,A78
A4,A52
A89,A36
A28,A77
A48,A30
A87,A44
A5,A0
A39,A8
A87,A18
A78,A11
A54,A95
A33,A5
A33,A67
A54,A57
A4,A29
A54,A0
A50,A78
A56,A48
A33,A47
A54,A29
A90,A3
A97,A18
A36,A34
A22,A76
A90,A4
A33,A30
A73,A73
A21,A51
A33,A1
A3,A82
A20,A88
A37,A68
A56,A67
A4,A25
A45,A17
A47,A50
A90,A45
A94,A72
A66,A0
A18,A18
A7,A79
A7,A27
A74,A27
A86,A5
A33,A27
A63,A63
A4,A85
A88,A9
A60,A55
A60,A27
A42,A70
A54,A19
A67,A79
A60,A79
A6,A27
A86,A94
A15,A63
A33,A83
A73,A10
A38,A8
A33,A38
A52,A27
A65,A18
A60,A62
A84,A67
A7,A55
A71,A10
A88,A85
A5,A92
A85,A62
A15,A62
A80,A63
A59,A79
A25,A11
A39,A27
A86,A1
A89,A27
A87,A42
A27,A66
A86,A60
A60,A60
A23,A68
A27,A66
A28,A19
A5,A65
A1,A79
A17,A27
A18,A90
A46,A20
A64,A37
A28,A61
A35,A22
A33,A19
A81,A33
A39,A99
A60,A62
A18,A68
A59,A83
A39,A99
A27,A50
A8,A60
A78,A62
A15,A42
A59,A7
A59,A4
A52,A27
A37,A27
A65,A28
A28,A74
A96,A48
A27,A10
A86,A97
A60,A99
A10,A27
A49,A66
A98,A19
A80,A38
A32,A79
A86,A15
A55,A96
A32,A78
A31,A10
A10,A15
A99,A4
A10,A35
A62,A36
A39,A48
A66,A62
A27,A68
A59,A35
A86,A63
A27,A38
A66,A28
A10,A48
A97,A35
A14,A90
A27,A3
A13,A48
A51,A43
A72,A88
A12,A88
A78,A33
A78,A10
A17,A69
A87,A60
A10,A9
A13,A28
A17,A96
A85,A33
A35,A33
A63,A76
A93,A64
A99,A77
A26,A76
A10,A15
A92,A58
A31,A88
A38,A92
A17,A48
A23,A56
A70,A84
A97,A77
A86,A60
A27,A88
A78,A13
A42,A9
A93,A35
A99,A13
A36,A25
A76,A56
A42,A47
A61,A88
A33,A76
A11,A48
A19,A70
A17,A18
A5,A33
A60,A54
A33,A2
A39,A38
A58,A11
A77,A33
A86,A2
A6,A18
A6,A38
A27,A54
A58,A48
A58,A58
A44,A88
A10,A72
A17,A80
A50,A29
A61,A41
A77,A77
A97,A42
A14,A78
A97,A78
A81,A20
A64,A37
A19,A13
A98,A9
A67,A64
A43,A74
A58,A39
A33,A76
A58,A48
A19,A77
A58,A35
A29,A35
A12,A35
A45,A21
A13,A38
A20,A5
A79,A9
A72,A2
A26,A64
A48,A78
A43,A43
A63,A56
A58,A22
A1,A71
A1,A65
A28,A7
A77,A35
A51,A36
A85,A87
A40,A22
A27,A86
A97,A78
A57,A39
A13,A4
A0,A42
A52,A34
A78,A64
A55,A95
A58,A47
A37,A14
A58,A40
A4,A27
A18,A56
A86,A75
A18,A93
A6,A80
A53,A27
A58,A15
A87,A13
A64,A31
A85,A11
A84,A77
A47,A18
A18,A40
A58,A75
A7,A59
A55,A11
A58,A15
A88,A35
A59,A99
A39,A50
A83,A15
A84,A61
A5,A47
A94,A17
A13,A57
A96,A17
A1,A52
A66,A22
A0,A88
A11,A23
A38,A89
A58,A9
A21,A73
A2,A22
A98,A0
A48,A95
A35,A36
A1,A23
A16,A23
A35,A13
A46,A1
A16,A0
A63,A96
A57,A9
A46,A81
A58,A91
A24,A65
A71,A45
A11,A15
A71,A22
A71,A78
A71,A38
A35,A15
A1,A76
A71,A45
A25,A17
A49,A9
A56,A0
A46,A54
A42,A22
A70,A66
A11,A91
A70,A67
A81,A35
A64,A14
A98,A29
A22,A30
A92,A5
A35,A52
A43,A23
A58,A63
A88,A29
A46,A21
A16,A0
A92,A97
A70,A29
A80,A25
A70,A91
A87,A0
A43,A54
A59,A39
A71,A22
A68,A59
A71,A74
A59,A14
A64,A58
A22,A69
A70,A69
A70,A48
A70,A0
A94,A54
A95,A1
A70,A29
A72,A75
A70,A54
A72,A79
A64,A14
A14,A29
A22,A89
A13,A9
A39,A75
A79,A93
A60,A64
A35,A29
A85,A9
A16,A0
A79,A70
A70,A29
A39,A43
A70,A91
A61,A64
A79,A27
A58,A23
A0,A88
A40,A4
A71,A51
A65,A11
A79,A90
A26,A98
A70,A70
A61,A27
A70,A0
A3,A54
A96,A80
A70,A29
A18,A86
A70,A34
A86,A8
A79,A76
A62,A29
A4,A8
A13,A5
A62,A72
A48,A45
A61,A64
A18,A60
A75,A15
A7,A28
A79,A37
A70,A15
A39,A28
A58,A31
A61,A65
A79,A27
A78,A82
A89,A47
A82,A19
A26,A51
A65,A10
A10,A32
A91,A10
A70,A70
A79,A92
A70,A0
A31,A88
A37,A46
A66,A62
A18,A95
A70,A30
A16,A45
A79,A84
A54,A59
A68,A23
A96,A81
A66,A58
A43,A67
A44,A51
A12,A59
A28,A15
A31,A0
A43,A88
A68,A58
A66,A28
A24,A30
A61,A35
A31,A62
A99,A48
A0,A81
A31,A97
A26,A25
A20,A10
A11,A38
A68,A90
A70,A25
A79,A99
A70,A4
A30,A59
A51,A77
A27,A62
A48,A47
A55,A56
A44,A57
A79,A91
A85,A59
A68,A97
A88,A37
A66,A58
A43,A34
A30,A56
A44,A96
A31,A12
A31,A76
A89,A93
A68,A31
A66,A14
A40,A29
A21,A39
A31,A46
A21,A91
A80,A5
A31,A7
A67,A29
A48,A58
A12,A55
A80,A8
A63,A81
A79,A94
A67,A72
A93,A74
A70,A19
A27,A66
A45,A23
A71,A48
A99,A33
A90,A51
A86,A59
A68,A96
A24,A50
A57,A19
A17,A81
A9,A23
A98,A40
A31,A19
A71,A48
A63,A49
A18,A9
A47,A86
A90,A85
A21,A4
A31,A49
A86,A23
A41,A44
A17,A28
A96,A29
A48,A58
A68,A95
A69,A32
A58,A13
A54,A6
A16,A33
A3,A2
A85,A70
A27,A22
A19,A6
A84,A64
A38,A33
A19,A25
A85,A64
A68,A72
A26,A11
A26,A78
A53,A96
A92,A25
A20,A82
A19,A19
A31,A22
A19,A77
A5,A27
A11,A46
A39,A5
A25,A46
A31,A91
A85,A37
A60,A94
A17,A3
A22,A94
A38,A49
A17,A74
A5,A12
A96,A67
A26,A2
A19,A97
A85,A23
A88,A83
A35,A22
A19,A88
A45,A64
A41,A96
A19,A36
A85,A55
A46,A92
A26,A96
A62,A19
A7,A66
A35,A51
A20,A88
A1,A21
A88,A57
A19,A39
A55,A62
A22,A30
A88,A87
A9,A38
A32,A41
A41,A36
A90,A29
A17,A74
A10,A29
A22,A86
A69,A60
A5,A60
A95,A60
A6,A32
A10,A72
A48,A26
A88,A44
A5,A1
A48,A16
A97,A10
A41,A26
A19,A1
A85,A40
A85,A47
A97,A35
A26,A53
A40,A71
A98,A26
A78,A45
A84,A21
A67,A12
A19,A79
A5,A23
A68,A43
A75,A87
A41,A69
A68,A16
A13,A35
A18,A32
A82,A72
A48,A1
A18,A37
A73,A60
A48,A60
A68,A35
A51,A43
A19,A63
A48,A26
A97,A70
A42,A98
A48,A28
A87,A43
A30,A92
A63,A70
A53,A84
A61,A47
A90,A35
A30,A81
A82,A33
A61,A13
A27,A85
A61,A30
A88,A34
A39,A40
A2,A70
A68,A64
A49,A38
A50,A39
A3,A16
A87,A30
A1,A8
A2,A56
A48,A29
A40,A55
A25,A12
A25,A60
A91,A27
A32,A43
A63,A57
A92,A67
A94,A70
A42,A14
A48,A13
A52,A9
A30,A71
A55,A89
A15,A66
A71,A63
A64,A71
A2,A79
A15,A10
A61,A32
A99,A36
A24,A79
A34,A0
A90,A80
A64,A70
A5,A17
A9,A98
A91,A98
A71,A71
A43,A2
A91,A32
A84,A66
A48,A37
A57,A97
A25,A37
A7,A96
A29,A97
A94,A37
A55,A23
A14,A17
A60,A70
A1,A17
A0,A65
A22,A55
A84,A71
A5,A77
A26,A87
A71,A88
A22,A21
A0,A48
A40,A44
A1,A32
A22,A29
A96,A88
A31,A28
A22,A94
A2,A27
A22,A7
A5,A87
A91,A76
A37,A71
A80,A95
A31,A7
A12,A39
A35,A37
A0,A20
A5,A88
A23,A4
A83,A48
A31,A37
A22,A41
A42,A52
A65,A64
A33,A17
A7,A77
A22,A51
A83,A85
A28,A81
A84,A64
A61,A88
A22,A74
A0,A56
A66,A49
A1,A6
A22,A14
A68,A14
A50,A35
A81,A12
A11,A7
A61,A67
A5,A59
A84,A64
A51,A71
A39,A59
A31,A7
A61,A67
A17,A48
A51,A79
A5,A88
A65,A10
A59,A48
A19,A8
A22,A79
A2,A90
A65,A6
A4,A5
A20,A34
A80,A69
A30,A81
A48,A42
A78,A64
A61,A79
A45,A78
A18,A66
A67,A97
A12,A25
A30,A5
A34,A23
A70,A27
A58,A5
A97,A97
A61,A77
A8,A59
A46,A92
A51,A69
A99,A66
A3,A54
A51,A82
A97,A40
A70,A25
A70,A88
A30,A93
A2,A6
A12,A92
A88,A32
A2,A24
A77,A1
A43,A12
A85,A82
A50,A58
A16,A16
A46,A55
A50,A67
A18,A41
A25,A34
A24,A35
A35,A57
A20,A51
A48,A62
A51,A50
A0,A85
A27,A74
A1,A85
A35,A12
A24,A99
A82,A12
A80,A72
A50,A65
A59,A47
A46,A37
A57,A1
A70,A25
A24,A90
A59,A43
A35,A73
A12,A67
A14,A81
A40,A20
A44,A21
A88,A12
A88,A49
A77,A58
A39,A93
A11,A41
A13,A70
A51,A45
A64,A19
A24,A5
A46,A41
A91,A69
A83,A29
A13,A29
A55,A5
A90,A60
A3,A95
A33,A12
A13,A11
A54,A40
A78,A26
A11,A66
A59,A8
A45,A53
A90,A50
A11,A53
A39,A94
A55,A45
A89,A48
A18,A48
A86,A66
A46,A88
A99,A94
A68,A97
A88,A81
A99,A17
A39,A52
A56,A88
A25,A91
A81,A55
A37,A21
A37,A5
A20,A41
A98,A32
A31,A35
A43,A48
A12,A33
A90,A75
A30,A78
A4,A41
A62,A51
A45,A99
A99,A37
A31,A4
A26,A9
A62,A68
A49,A53
A54,A82
A12,A91
A55,A45
A1,A87
A53,A68
A75,A29
A29,A67
A84,A11
A55,A97
A70,A84
A2,A17
A67,A16
A15,A67
A24,A97
A32,A36
A21,A43
A67,A95
A52,A43
A15,A17
A18,A11
A32,A48
A12,A11
A95,A63
A36,A78
A36,A22
A62,A61
A65,A11
A43,A60
A29,A74
A43,A22
A82,A34
A69,A28
A9,A82
A17,A57
A74,A75
A24,A67
A77,A68
A36,A36
A77,A67
A11,A51
A40,A8
A43,A51
A5,A70
A6,A19
A11,A67
A51,A55
A11,A36
A10,A52
A67,A50
A56,A8
A15,A51
A24,A11
A35,A75
A39,A11
A88,A62
A36,A78
A35,A22
A13,A31
A35,A84
A33,A65
A29,A86
A39,A51
A46,A65
A11,A13
A34,A42
A0,A70
A39,A86
A79,A51
A96,A31
A36,A31
A71,A28
A44,A35
A76,A8
A3,A35
A28,A70
A50,A59
A19,A94
A47,A87
A71,A88
A91,A52
A11,A60
A98,A52
A50,A61
A28,A41
A35,A38
A39,A35
A9,A12
A56,A28
A62,A63
A24,A31
A55,A21
A83,A58
A19,A37
A58,A51
A71,A8
A3,A97
A50,A87
A68,A12
A39,A20
A73,A3
A65,A59
A35,A31
A28,A28
A33,A74
A90,A8
A36,A35
A28,A55
A50,A59
A19,A25
A6,A29
A71,A29
A81,A25
A11,A37
A43,A52
A49,A51
A23,A62
A35,A97
A98,A35
A2,A71
A26,A6
A35,A90
A20,A89
A13,A54
A63,A56
A27,A56
A64,A51
A33,A89
A26,A77
A63,A78
A42,A12
A39,A68
A36,A51
A19,A71
A23,A37
A28,A29
A33,A13
A37,A49
A36,A57
A60,A27
A58,A74
A19,A49
A75,A29
A35,A96
A3,A90
A2,A14
A45,A70
A46,A42
A51,A90
A22,A32
A9,A35
A5,A19
A92,A90
A35,A85
A84,A13
A47,A32
A60,A56
A97,A10
A79,A15
A23,A89
A26,A47
A10,A40
A59,A38
A7,A48
A7,A19
A73,A59
A12,A94
A48,A34
A32,A33
A17,A49
A66,A4
A60,A8
A54,A39
A85,A56
A48,A29
A35,A76
A38,A30
A39,A31
A45,A36
A93,A95
A74,A96
A3,A32
A3,A46
A66,A19
A92,A74
A26,A25
A85,A13
A17,A32
A15,A4
A32,A23
A51,A9
A63,A23
A26,A36
A16,A87
A7,A30
A76,A50
A7,A61
A39,A66
A18,A88
A77,A18
A20,A33
A87,A74
A66,A67
A37,A44
A12,A42
A14,A35
A41,A4
A47,A7
A69,A30
A20,A83
A0,A35
A12,A90
A12,A69
A42,A59
A55,A0
A12,A4
A36,A54
A73,A92
A78,A76
A87,A32
A93,A4
A53,A23
A20,A54
A69,A23
A26,A36
A37,A38
A45,A6
A69,A45
A83,A96
A39,A94
A69,A53
A15,A65
A45,A63
A90,A85
A98,A19
A50,A37
A12,A17
A98,A58
A28,A48
A17,A97
A50,A65
A20,A3
A54,A54
A20,A65
A12,A48
A44,A53
A49,A65
A61,A79
A54,A77
A71,A29
A17,A65
A16,A60
A80,A13
A73,A17
A43,A58
A6,A65
A90,A94
A33,A40
A54,A56
A69,A65
A48,A78
A49,A56
A65,A5
A27,A65
A78,A75
A78,A41
A7,A64
A58,A27
A12,A32
A93,A0
A18,A20
A17,A28
A18,A65
A39,A56
A59,A75
A20,A65
A41,A32
A3,A57
A49,A32
A12,A52
A80,A31
A91,A30
A72,A76
A67,A0
A62,A28
A62,A17
A60,A58
A62,A65
A64,A39
A75,A20
A62,A56
A18,A64
A98,A32
A50,A83
A7,A20
A44,A65
A78,A73
A36,A59
A71,A64
A83,A36
A12,A26
A11,A36
A18,A22
A33,A7
A63,A61
A18,A3
A14,A22
A44,A65
A29,A25
A31,A69
A49,A32
A85,A92
A55,A7
A34,A49
A63,A3
A29,A0
A62,A28
A18,A53
A74,A75
A62,A65
A34,A26
A76,A73
A62,A33
A11,A65
A71,A32
A71,A5
A93,A20
A20,A65
A26,A57
A3,A38
A71,A42
A84,A36
A43,A26
A38,A38
A18,A13
A6,A7
A18,A37
A18,A1
A83,A63
A38,A65
A90,A15
A84,A52
A95,A88
A6,A87
A59,A40
A42,A43
A96,A63
A29,A40
A62,A85
A27,A35
A72,A60
A62,A56
A41,A26
A35,A51
A37,A53
A11,A65
A71,A66
A60,A13
A59,A34
A63,A65
A36,A71
A12,A91
A14,A28
A30,A61
A84,A77
A38,A38
A48,A13
A87,A7
A18,A64
A73,A25
A4,A99
A30,A26
A81,A78
A84,A45
A88,A25
A33,A48
A17,A82
A31,A86
A53,A63
A89,A40
A56,A41
A53,A68
A14,A71
A62,A19
A28,A75
A78,A99
A95,A71
A39,A71
A71,A95
A46,A87
A19,A64
A5,A98
A3,A71
A14,A14
A14,A28
A15,A78
A84,A35
A24,A70
A64,A21
A34,A27
A29,A20
A72,A20
A51,A99
A32,A35
A81,A67
A29,A44
A51,A33
A16,A67
A24,A14
A67,A33
A61,A73
A61,A79
A91,A6
A86,A20
A51,A11
A16,A33
A79,A49
A15,A14
A35,A32
A90,A71
